ACCESSION_NUMBER,ID,ISSUEJURISDICTIONSECUROFFERING
0001665160-25-000878,31,NJ
0001665160-25-000878,33,NY
0001665160-25-000878,35,ND
0001665160-25-000878,37,OK
0001665160-25-000878,39,PA
0001665160-25-000878,41,RI
0001665160-25-000878,43,SD
0001665160-25-000878,1,AL
0001665160-25-000878,3,AZ
0001665160-25-000878,5,CA
0001665160-25-000878,7,CT
0001665160-25-000878,9,DE
0001665160-25-000878,11,GA
0001665160-25-000878,13,ID
0001665160-25-000878,15,IN
0001665160-25-000878,17,KS
0001665160-25-000878,19,LA
0001665160-25-000878,21,MD
0001665160-25-000878,23,MI
0001665160-25-000878,25,MS
0001665160-25-000878,27,MT
0001665160-25-000878,29,NV
0001665160-25-000878,2,AK
0001665160-25-000878,4,AR
0001665160-25-000878,6,CO
0001665160-25-000878,8,DC
0001665160-25-000878,10,FL
0001665160-25-000878,12,HI
0001665160-25-000878,14,IL
0001665160-25-000878,16,IA
0001665160-25-000878,18,KY
0001665160-25-000878,20,ME
0001665160-25-000878,22,MA
0001665160-25-000878,24,MN
0001665160-25-000878,26,MO
0001665160-25-000878,28,NE
0001665160-25-000878,30,NH
0001665160-25-000878,32,NM
0001665160-25-000878,34,NC
0001665160-25-000878,36,OH
0001665160-25-000878,38,OR
0001665160-25-000878,40,PR
0001665160-25-000878,42,SC
0001665160-25-000878,44,TN
0001665160-25-000878,46,UT
0001665160-25-000878,48,VA
0001665160-25-000878,50,WV
0001665160-25-000878,47,VT
0001670254-25-000517,1,AL
0001670254-25-000517,56,1V
0001670254-25-000517,5,CA
0001670254-25-000517,7,CT
0001670254-25-000517,9,DC
0001670254-25-000517,11,GA
0001670254-25-000517,13,ID
0001670254-25-000517,15,IN
0001670254-25-000517,17,KS
0001670254-25-000517,19,LA
0001670254-25-000517,21,MD
0001670254-25-000517,23,MI
0001670254-25-000517,25,MS
0001670254-25-000517,27,MT
0001670254-25-000517,29,NV
0001670254-25-000517,31,NJ
0001670254-25-000517,33,NY
0001670254-25-000517,35,ND
0001670254-25-000517,37,OK
0001670254-25-000517,39,PA
0001670254-25-000517,41,SC
0001670254-25-000517,43,TN
0001670254-25-000517,45,UT
0001670254-25-000517,47,VA
0001670254-25-000517,49,WV
0001670254-25-000517,51,WY
0001670254-25-000517,53,GU
0001670254-25-000517,55,VI
0001670254-25-000517,2,AK
0001670254-25-000517,4,AR
0001670254-25-000517,6,CO
0001670254-25-000517,8,DE
0001670254-25-000517,10,FL
0001670254-25-000517,12,HI
0001670254-25-000517,14,IL
0001670254-25-000517,16,IA
0001670254-25-000517,18,KY
0001670254-25-000517,20,ME
0001670254-25-000517,22,MA
0001670254-25-000517,24,MN
0001670254-25-000517,26,MO
0001670254-25-000517,28,NE
0001670254-25-000517,30,NH
0001670254-25-000517,32,NM
0001670254-25-000517,34,NC
0001670254-25-000517,36,OH
0001670254-25-000517,38,OR
0001670254-25-000517,40,RI
0001670254-25-000517,42,SD
0001670254-25-000517,44,TX
0001670254-25-000517,46,VT
0001670254-25-000517,48,WA
0001670254-25-000517,50,WI
0001670254-25-000517,52,B5
0001670254-25-000517,54,PR
0001670254-25-000517,3,AZ
0001670254-25-000515,29,NV
0001670254-25-000515,31,NJ
0001670254-25-000515,33,NY
0001670254-25-000515,35,ND
0001670254-25-000515,37,OK
0001670254-25-000515,39,PA
0001670254-25-000515,41,SC
0001670254-25-000515,43,TN
0001670254-25-000515,45,UT
0001670254-25-000515,47,VA
0001670254-25-000515,49,WV
0001670254-25-000515,51,WY
0001670254-25-000515,1,AL
0001670254-25-000515,3,AZ
0001670254-25-000515,5,CA
0001670254-25-000515,7,CT
0001670254-25-000515,9,DC
0001670254-25-000515,11,GA
0001670254-25-000515,13,ID
0001670254-25-000515,15,IN
0001670254-25-000515,17,KS
0001670254-25-000515,19,LA
0001670254-25-000515,21,MD
0001670254-25-000515,23,MI
0001670254-25-000515,25,MS
0001670254-25-000515,27,MT
0001670254-25-000515,53,GU
0001670254-25-000515,55,VI
0001670254-25-000515,54,PR
0001670254-25-000515,56,1V
0001670254-25-000515,50,WI
0001670254-25-000515,52,B5
0001670254-25-000515,2,AK
0001670254-25-000515,4,AR
0001670254-25-000515,6,CO
0001670254-25-000515,8,DE
0001670254-25-000515,10,FL
0001670254-25-000515,12,HI
0001670254-25-000515,14,IL
0001670254-25-000515,16,IA
0001670254-25-000515,18,KY
0001670254-25-000515,20,ME
0001670254-25-000515,22,MA
0001670254-25-000515,24,MN
0001670254-25-000515,26,MO
0001670254-25-000515,28,NE
0001670254-25-000515,30,NH
0001670254-25-000515,32,NM
0001670254-25-000515,34,NC
0001670254-25-000515,36,OH
0001670254-25-000515,38,OR
0001670254-25-000515,40,RI
0001670254-25-000515,42,SD
0001670254-25-000515,44,TX
0001670254-25-000515,46,VT
0001670254-25-000515,48,WA
0001670254-25-000514,1,AL
0001670254-25-000514,56,1V
0001670254-25-000514,5,CA
0001670254-25-000514,7,CT
0001670254-25-000514,9,DC
0001670254-25-000514,11,GA
0001670254-25-000514,13,ID
0001670254-25-000514,15,IN
0001670254-25-000514,17,KS
0001670254-25-000514,19,LA
0001670254-25-000514,21,MD
0001670254-25-000514,23,MI
0001670254-25-000514,25,MS
0001670254-25-000514,27,MT
0001670254-25-000514,29,NV
0001670254-25-000514,31,NJ
0001670254-25-000514,33,NY
0001670254-25-000514,35,ND
0001670254-25-000514,37,OK
0001670254-25-000514,39,PA
0001670254-25-000514,41,SC
0001670254-25-000514,43,TN
0001670254-25-000514,45,UT
0001670254-25-000514,47,VA
0001670254-25-000514,49,WV
0001670254-25-000514,51,WY
0001670254-25-000514,53,GU
0001670254-25-000514,55,VI
0001670254-25-000514,2,AK
0001670254-25-000514,4,AR
0001670254-25-000514,6,CO
0001670254-25-000514,8,DE
0001670254-25-000514,10,FL
0001670254-25-000514,12,HI
0001670254-25-000514,14,IL
0001670254-25-000514,16,IA
0001670254-25-000514,18,KY
0001670254-25-000514,20,ME
0001670254-25-000514,22,MA
0001670254-25-000514,24,MN
0001670254-25-000514,26,MO
0001670254-25-000514,28,NE
0001670254-25-000514,30,NH
0001670254-25-000514,32,NM
0001670254-25-000514,34,NC
0001670254-25-000514,36,OH
0001670254-25-000514,38,OR
0001670254-25-000514,40,RI
0001670254-25-000514,42,SD
0001670254-25-000514,44,TX
0001670254-25-000514,46,VT
0001670254-25-000514,48,WA
0001670254-25-000514,50,WI
0001670254-25-000514,52,B5
0001670254-25-000514,54,PR
0001670254-25-000514,3,AZ
0001818274-25-000015,25,MS
0001818274-25-000015,28,NE
0001818274-25-000015,29,NV
0001818274-25-000015,31,NJ
0001818274-25-000015,33,NY
0001818274-25-000015,35,ND
0001818274-25-000015,37,OK
0001818274-25-000015,39,PA
0001818274-25-000015,41,RI
0001818274-25-000015,43,SD
0001818274-25-000015,45,TX
0001818274-25-000015,47,VT
0001818274-25-000015,49,WA
0001818274-25-000015,51,WI
0001818274-25-000015,53,A0
0001818274-25-000015,55,A2
0001818274-25-000015,57,A4
0001818274-25-000015,1,AL
0001818274-25-000015,3,AZ
0001818274-25-000015,5,CA
0001818274-25-000015,7,CT
0001818274-25-000015,9,DC
0001818274-25-000015,11,GA
0001818274-25-000015,13,ID
0001818274-25-000015,15,IN
0001818274-25-000015,17,KS
0001818274-25-000015,19,LA
0001818274-25-000015,21,MD
0001818274-25-000015,23,MI
0001818274-25-000015,59,A6
0001818274-25-000015,61,A8
0001818274-25-000015,63,B0
0001818274-25-000015,30,NH
0001818274-25-000015,32,NM
0001818274-25-000015,34,NC
0001818274-25-000015,36,OH
0001818274-25-000015,38,OR
0001818274-25-000015,40,PR
0001818274-25-000015,42,SC
0001818274-25-000015,44,TN
0001818274-25-000015,46,UT
0001818274-25-000015,48,VA
0001818274-25-000015,50,WV
0001818274-25-000015,52,WY
0001818274-25-000015,54,A1
0001818274-25-000015,56,A3
0001818274-25-000015,58,A5
0001818274-25-000015,60,A7
0001818274-25-000015,62,A9
0001818274-25-000015,64,Z4
0001818274-25-000015,2,AK
0001818274-25-000015,4,AR
0001818274-25-000015,6,CO
0001818274-25-000015,8,DE
0001818274-25-000015,10,FL
0001818274-25-000015,12,HI
0001818274-25-000015,14,IL
0001818274-25-000015,16,IA
0001818274-25-000015,18,KY
0001818274-25-000015,20,ME
0001818274-25-000015,22,MA
0001818274-25-000015,24,MN
0001818274-25-000015,26,MO
0001818274-25-000015,27,MT
0001665160-25-000869,5,CA
0001665160-25-000869,52,WY
0001665160-25-000869,9,DE
0001665160-25-000869,11,GA
0001665160-25-000869,13,ID
0001665160-25-000869,15,IN
0001665160-25-000869,17,KS
0001665160-25-000869,19,LA
0001665160-25-000869,21,MD
0001665160-25-000869,23,MI
0001665160-25-000869,25,MS
0001665160-25-000869,27,MT
0001665160-25-000869,29,NV
0001665160-25-000869,31,NJ
0001665160-25-000869,33,NY
0001665160-25-000869,35,ND
0001665160-25-000869,37,OK
0001665160-25-000869,39,PA
0001665160-25-000869,41,RI
0001665160-25-000869,43,SD
0001665160-25-000869,45,TX
0001665160-25-000869,47,VT
0001665160-25-000869,49,WA
0001665160-25-000869,51,WI
0001665160-25-000869,1,AL
0001665160-25-000869,3,AZ
0001665160-25-000869,10,FL
0001665160-25-000869,12,HI
0001665160-25-000869,14,IL
0001665160-25-000869,16,IA
0001665160-25-000869,18,KY
0001665160-25-000869,20,ME
0001665160-25-000869,22,MA
0001665160-25-000869,24,MN
0001665160-25-000869,26,MO
0001665160-25-000869,28,NE
0001665160-25-000869,30,NH
0001665160-25-000869,32,NM
0001665160-25-000869,34,NC
0001665160-25-000869,36,OH
0001665160-25-000869,38,OR
0001665160-25-000869,2,AK
0001665160-25-000869,4,AR
0001665160-25-000869,6,CO
0001665160-25-000869,8,DC
0001665160-25-000869,40,PR
0001665160-25-000869,42,SC
0001665160-25-000869,44,TN
0001665160-25-000869,46,UT
0001665160-25-000869,48,VA
0001665160-25-000869,50,WV
0001665160-25-000869,7,CT
0002049148-25-000002,50,WV
0002049148-25-000002,51,WI
0002049148-25-000002,2,AK
0002049148-25-000002,4,AR
0002049148-25-000002,6,CO
0002049148-25-000002,8,DE
0002049148-25-000002,10,FL
0002049148-25-000002,12,HI
0002049148-25-000002,14,IL
0002049148-25-000002,16,IA
0002049148-25-000002,18,KY
0002049148-25-000002,20,ME
0002049148-25-000002,22,MA
0002049148-25-000002,24,MN
0002049148-25-000002,26,MO
0002049148-25-000002,28,NE
0002049148-25-000002,30,NH
0002049148-25-000002,32,NM
0002049148-25-000002,34,NC
0002049148-25-000002,36,OH
0002049148-25-000002,38,OR
0002049148-25-000002,40,PR
0002049148-25-000002,42,SC
0002049148-25-000002,44,TN
0002049148-25-000002,46,UT
0002049148-25-000002,48,VA
0002049148-25-000002,5,CA
0002049148-25-000002,7,CT
0002049148-25-000002,9,DC
0002049148-25-000002,11,GA
0002049148-25-000002,13,ID
0002049148-25-000002,15,IN
0002049148-25-000002,17,KS
0002049148-25-000002,19,LA
0002049148-25-000002,21,MD
0002049148-25-000002,23,MI
0002049148-25-000002,25,MS
0002049148-25-000002,1,AL
0002049148-25-000002,3,AZ
0002049148-25-000002,27,MT
0002049148-25-000002,29,NV
0002049148-25-000002,31,NJ
0002049148-25-000002,33,NY
0002049148-25-000002,35,ND
0002049148-25-000002,37,OK
0002049148-25-000002,39,PA
0002049148-25-000002,41,RI
0002049148-25-000002,43,SD
0002049148-25-000002,45,TX
0002049148-25-000002,47,VT
0002049148-25-000002,49,WA
0002049148-25-000002,52,WY
0002010670-25-000006,1,AL
0002010670-25-000006,46,UT
0002010670-25-000006,5,CA
0002010670-25-000006,7,CT
0002010670-25-000006,9,DC
0002010670-25-000006,11,GA
0002010670-25-000006,13,ID
0002010670-25-000006,15,IN
0002010670-25-000006,17,KS
0002010670-25-000006,19,LA
0002010670-25-000006,21,MD
0002010670-25-000006,23,MI
0002010670-25-000006,25,MS
0002010670-25-000006,27,MT
0002010670-25-000006,29,NV
0002010670-25-000006,31,NJ
0002010670-25-000006,33,NY
0002010670-25-000006,35,ND
0002010670-25-000006,37,OK
0002010670-25-000006,39,PA
0002010670-25-000006,41,RI
0002010670-25-000006,43,SD
0002010670-25-000006,45,TX
0002010670-25-000006,47,VT
0002010670-25-000006,49,WA
0002010670-25-000006,51,WI
0002010670-25-000006,53,A0
0002010670-25-000006,55,A2
0002010670-25-000006,57,A4
0002010670-25-000006,59,A6
0002010670-25-000006,61,A8
0002010670-25-000006,63,B0
0002010670-25-000006,48,VA
0002010670-25-000006,50,WV
0002010670-25-000006,52,WY
0002010670-25-000006,54,A1
0002010670-25-000006,56,A3
0002010670-25-000006,58,A5
0002010670-25-000006,60,A7
0002010670-25-000006,62,A9
0002010670-25-000006,64,Z4
0002010670-25-000006,2,AK
0002010670-25-000006,4,AR
0002010670-25-000006,6,CO
0002010670-25-000006,8,DE
0002010670-25-000006,10,FL
0002010670-25-000006,12,HI
0002010670-25-000006,14,IL
0002010670-25-000006,16,IA
0002010670-25-000006,18,KY
0002010670-25-000006,20,ME
0002010670-25-000006,22,MA
0002010670-25-000006,24,MN
0002010670-25-000006,26,MO
0002010670-25-000006,28,NE
0002010670-25-000006,30,NH
0002010670-25-000006,32,NM
0002010670-25-000006,34,NC
0002010670-25-000006,36,OH
0002010670-25-000006,38,OR
0002010670-25-000006,40,PR
0002010670-25-000006,42,SC
0002010670-25-000006,44,TN
0002010670-25-000006,3,AZ
0002010670-25-000004,1,A2
0002010670-25-000004,2,A3
0002034034-25-000001,6,CO
0002034034-25-000001,8,DE
0002034034-25-000001,10,FL
0002034034-25-000001,12,HI
0002034034-25-000001,14,IL
0002034034-25-000001,16,IA
0002034034-25-000001,18,KY
0002034034-25-000001,20,ME
0002034034-25-000001,22,MA
0002034034-25-000001,24,MN
0002034034-25-000001,26,MO
0002034034-25-000001,28,NE
0002034034-25-000001,30,NH
0002034034-25-000001,32,NM
0002034034-25-000001,34,NC
0002034034-25-000001,36,OH
0002034034-25-000001,38,OR
0002034034-25-000001,40,PR
0002034034-25-000001,42,SC
0002034034-25-000001,44,TN
0002034034-25-000001,46,UT
0002034034-25-000001,48,VA
0002034034-25-000001,50,WV
0002034034-25-000001,52,WY
0002034034-25-000001,1,AL
0002034034-25-000001,3,AZ
0002034034-25-000001,5,CA
0002034034-25-000001,7,CT
0002034034-25-000001,9,DC
0002034034-25-000001,11,GA
0002034034-25-000001,13,ID
0002034034-25-000001,15,IN
0002034034-25-000001,17,KS
0002034034-25-000001,19,LA
0002034034-25-000001,21,MD
0002034034-25-000001,23,MI
0002034034-25-000001,25,MS
0002034034-25-000001,27,MT
0002034034-25-000001,29,NV
0002034034-25-000001,31,NJ
0002034034-25-000001,33,NY
0002034034-25-000001,35,ND
0002034034-25-000001,37,OK
0002034034-25-000001,39,PA
0002034034-25-000001,41,RI
0002034034-25-000001,43,SD
0002034034-25-000001,45,TX
0002034034-25-000001,47,VT
0002034034-25-000001,49,WA
0002034034-25-000001,51,WI
0002034034-25-000001,2,AK
0002034034-25-000001,4,AR
0001818274-25-000013,2,AK
0001818274-25-000013,14,IL
0001818274-25-000013,5,CA
0001818274-25-000013,7,CT
0001818274-25-000013,9,DC
0001818274-25-000013,11,GA
0001818274-25-000013,13,ID
0001818274-25-000013,15,IN
0001818274-25-000013,17,KS
0001818274-25-000013,19,LA
0001818274-25-000013,21,MD
0001818274-25-000013,23,MI
0001818274-25-000013,25,MS
0001818274-25-000013,27,MT
0001818274-25-000013,29,NV
0001818274-25-000013,31,NJ
0001818274-25-000013,33,NY
0001818274-25-000013,35,ND
0001818274-25-000013,37,OK
0001818274-25-000013,39,PA
0001818274-25-000013,41,RI
0001818274-25-000013,43,SD
0001818274-25-000013,45,TX
0001818274-25-000013,47,VT
0001818274-25-000013,49,WA
0001818274-25-000013,51,WI
0001818274-25-000013,53,A0
0001818274-25-000013,55,A2
0001818274-25-000013,57,A4
0001818274-25-000013,59,A6
0001818274-25-000013,61,A8
0001818274-25-000013,63,B0
0001818274-25-000013,18,KY
0001818274-25-000013,20,ME
0001818274-25-000013,22,MA
0001818274-25-000013,24,MN
0001818274-25-000013,26,MO
0001818274-25-000013,28,NE
0001818274-25-000013,30,NH
0001818274-25-000013,32,NM
0001818274-25-000013,34,NC
0001818274-25-000013,36,OH
0001818274-25-000013,38,OR
0001818274-25-000013,40,PR
0001818274-25-000013,42,SC
0001818274-25-000013,44,TN
0001818274-25-000013,46,UT
0001818274-25-000013,48,VA
0001818274-25-000013,50,WV
0001818274-25-000013,54,A1
0001818274-25-000013,56,A3
0001818274-25-000013,58,A5
0001818274-25-000013,60,A7
0001818274-25-000013,62,A9
0001818274-25-000013,64,Z4
0001818274-25-000013,16,IA
0001818274-25-000013,52,WY
0001818274-25-000013,1,AL
0001818274-25-000013,4,AR
0001818274-25-000013,6,CO
0001818274-25-000013,8,DE
0001818274-25-000013,10,FL
0001818274-25-000013,12,HI
0001818274-25-000013,3,AZ
0001670254-25-000513,32,NM
0001670254-25-000513,19,LA
0001670254-25-000513,36,OH
0001670254-25-000513,38,OR
0001670254-25-000513,40,RI
0001670254-25-000513,42,SD
0001670254-25-000513,44,TX
0001670254-25-000513,46,VT
0001670254-25-000513,48,WA
0001670254-25-000513,50,WI
0001670254-25-000513,52,B5
0001670254-25-000513,54,PR
0001670254-25-000513,56,1V
0001670254-25-000513,2,AK
0001670254-25-000513,4,AR
0001670254-25-000513,6,CO
0001670254-25-000513,8,DE
0001670254-25-000513,10,FL
0001670254-25-000513,12,HI
0001670254-25-000513,14,IL
0001670254-25-000513,16,IA
0001670254-25-000513,18,KY
0001670254-25-000513,20,ME
0001670254-25-000513,22,MA
0001670254-25-000513,24,MN
0001670254-25-000513,26,MO
0001670254-25-000513,28,NE
0001670254-25-000513,30,NH
0001670254-25-000513,21,MD
0001670254-25-000513,23,MI
0001670254-25-000513,25,MS
0001670254-25-000513,27,MT
0001670254-25-000513,29,NV
0001670254-25-000513,31,NJ
0001670254-25-000513,33,NY
0001670254-25-000513,35,ND
0001670254-25-000513,37,OK
0001670254-25-000513,39,PA
0001670254-25-000513,41,SC
0001670254-25-000513,43,TN
0001670254-25-000513,45,UT
0001670254-25-000513,47,VA
0001670254-25-000513,49,WV
0001670254-25-000513,51,WY
0001670254-25-000513,53,GU
0001670254-25-000513,55,VI
0001670254-25-000513,1,AL
0001670254-25-000513,3,AZ
0001670254-25-000513,5,CA
0001670254-25-000513,7,CT
0001670254-25-000513,9,DC
0001670254-25-000513,11,GA
0001670254-25-000513,13,ID
0001670254-25-000513,15,IN
0001670254-25-000513,17,KS
0001670254-25-000513,34,NC
0001666102-25-000021,2,AK
0001666102-25-000021,4,AR
0001666102-25-000021,6,CO
0001666102-25-000021,8,DE
0001666102-25-000021,10,FL
0001666102-25-000021,12,HI
0001666102-25-000021,14,IL
0001666102-25-000021,16,IA
0001666102-25-000021,18,KY
0001666102-25-000021,20,ME
0001666102-25-000021,22,MA
0001666102-25-000021,24,MN
0001666102-25-000021,26,MO
0001666102-25-000021,28,NE
0001666102-25-000021,30,NH
0001666102-25-000021,32,NM
0001666102-25-000021,34,NC
0001666102-25-000021,36,OH
0001666102-25-000021,38,OR
0001666102-25-000021,40,PR
0001666102-25-000021,42,SC
0001666102-25-000021,44,TN
0001666102-25-000021,46,UT
0001666102-25-000021,48,VA
0001666102-25-000021,50,WV
0001666102-25-000021,52,WY
0001666102-25-000021,1,AL
0001666102-25-000021,3,AZ
0001666102-25-000021,5,CA
0001666102-25-000021,7,CT
0001666102-25-000021,9,DC
0001666102-25-000021,11,GA
0001666102-25-000021,13,ID
0001666102-25-000021,15,IN
0001666102-25-000021,17,KS
0001666102-25-000021,19,LA
0001666102-25-000021,21,MD
0001666102-25-000021,23,MI
0001666102-25-000021,25,MS
0001666102-25-000021,27,MT
0001666102-25-000021,29,NV
0001666102-25-000021,31,NJ
0001666102-25-000021,33,NY
0001666102-25-000021,35,ND
0001666102-25-000021,37,OK
0001666102-25-000021,39,PA
0001666102-25-000021,41,RI
0001666102-25-000021,43,SD
0001666102-25-000021,45,TX
0001666102-25-000021,47,VT
0001666102-25-000021,49,WA
0001666102-25-000021,51,WI
0001665160-25-000862,1,AL
0001665160-25-000862,36,OH
0001665160-25-000862,5,CA
0001665160-25-000862,7,CT
0001665160-25-000862,9,DE
0001665160-25-000862,11,GA
0001665160-25-000862,13,ID
0001665160-25-000862,49,WA
0001665160-25-000862,51,WI
0001665160-25-000862,15,IN
0001665160-25-000862,17,KS
0001665160-25-000862,19,LA
0001665160-25-000862,21,MD
0001665160-25-000862,23,MI
0001665160-25-000862,25,MS
0001665160-25-000862,27,MT
0001665160-25-000862,29,NV
0001665160-25-000862,31,NJ
0001665160-25-000862,33,NY
0001665160-25-000862,35,ND
0001665160-25-000862,37,OK
0001665160-25-000862,39,PA
0001665160-25-000862,41,RI
0001665160-25-000862,43,SD
0001665160-25-000862,45,TX
0001665160-25-000862,47,VT
0001665160-25-000862,2,AK
0001665160-25-000862,4,AR
0001665160-25-000862,6,CO
0001665160-25-000862,8,DC
0001665160-25-000862,10,FL
0001665160-25-000862,12,HI
0001665160-25-000862,38,OR
0001665160-25-000862,40,PR
0001665160-25-000862,42,SC
0001665160-25-000862,44,TN
0001665160-25-000862,46,UT
0001665160-25-000862,48,VA
0001665160-25-000862,50,WV
0001665160-25-000862,52,WY
0001665160-25-000862,14,IL
0001665160-25-000862,16,IA
0001665160-25-000862,18,KY
0001665160-25-000862,20,ME
0001665160-25-000862,22,MA
0001665160-25-000862,24,MN
0001665160-25-000862,26,MO
0001665160-25-000862,28,NE
0001665160-25-000862,30,NH
0001665160-25-000862,32,NM
0001665160-25-000862,34,NC
0001665160-25-000862,3,AZ
0001665160-25-000861,52,WY
0001665160-25-000861,5,CA
0001665160-25-000861,4,AR
0001665160-25-000861,6,CO
0001665160-25-000861,8,DC
0001665160-25-000861,10,FL
0001665160-25-000861,12,HI
0001665160-25-000861,14,IL
0001665160-25-000861,16,IA
0001665160-25-000861,18,KY
0001665160-25-000861,20,ME
0001665160-25-000861,22,MA
0001665160-25-000861,24,MN
0001665160-25-000861,26,MO
0001665160-25-000861,28,NE
0001665160-25-000861,30,NH
0001665160-25-000861,32,NM
0001665160-25-000861,34,NC
0001665160-25-000861,36,OH
0001665160-25-000861,38,OR
0001665160-25-000861,40,PR
0001665160-25-000861,42,SC
0001665160-25-000861,44,TN
