ACCESSION_NUMBER,ID,ISSUEJURISDICTIONSECUROFFERING
0001062993-25-007078,7,CT
0001062993-25-007078,9,DC
0001062993-25-007078,11,GA
0001062993-25-007078,2,AK
0001062993-25-007078,4,AR
0001062993-25-007078,6,CO
0001062993-25-007078,8,DE
0001062993-25-007078,10,FL
0001062993-25-007078,12,HI
0001062993-25-007078,14,IL
0001062993-25-007078,16,IA
0001062993-25-007078,19,LA
0001062993-25-007078,20,ME
0001062993-25-007078,22,MA
0001062993-25-007078,24,MN
0001062993-25-007078,26,MO
0001062993-25-007078,28,NE
0001062993-25-007078,30,NH
0001062993-25-007078,32,NM
0001062993-25-007078,34,NC
0001062993-25-007078,36,OH
0001062993-25-007078,38,OR
0001062993-25-007078,40,PR
0001062993-25-007078,42,SC
0001062993-25-007078,44,TN
0001062993-25-007078,46,UT
0001062993-25-007078,48,VA
0001062993-25-007078,50,WV
0001062993-25-007078,52,WY
0001062993-25-007078,15,IN
0001665160-25-000520,38,OR
0001665160-25-000520,40,PR
0001665160-25-000520,42,SC
0001665160-25-000520,44,TN
0001665160-25-000520,46,UT
0001665160-25-000520,48,VA
0001665160-25-000520,50,WV
0001665160-25-000520,52,WY
0001665160-25-000520,2,AK
0001665160-25-000520,4,AR
0001665160-25-000520,6,CO
0001665160-25-000520,8,DE
0001665160-25-000520,10,FL
0001665160-25-000520,12,HI
0001665160-25-000520,14,IL
0001665160-25-000520,16,IA
0001665160-25-000520,18,KY
0001665160-25-000520,20,ME
0001665160-25-000520,22,MA
0001665160-25-000520,24,MN
0001665160-25-000520,26,MO
0001665160-25-000520,28,NE
0001665160-25-000520,30,NH
0001665160-25-000520,32,NM
0001665160-25-000520,34,NC
0001665160-25-000520,36,OH
0001665160-25-000520,5,CA
0001665160-25-000520,7,CT
0001665160-25-000520,9,DC
0001665160-25-000520,11,GA
0001665160-25-000520,13,ID
0001665160-25-000520,15,IN
0001665160-25-000520,17,KS
0001665160-25-000520,19,LA
0001665160-25-000520,21,MD
0001665160-25-000520,23,MI
0001665160-25-000520,25,MS
0001665160-25-000520,27,MT
0001665160-25-000520,29,NV
0001665160-25-000520,31,NJ
0001665160-25-000520,33,NY
0001665160-25-000520,35,ND
0001665160-25-000520,37,OK
0001665160-25-000520,39,PA
0001665160-25-000520,41,RI
0001665160-25-000520,43,SD
0001665160-25-000520,45,TX
0001665160-25-000520,47,VT
0001665160-25-000520,49,WA
0001665160-25-000520,51,WI
0001665160-25-000520,1,AL
0001665160-25-000520,3,AZ
0002059502-25-000001,1,AL
0002059502-25-000001,41,SC
0002059502-25-000001,5,CO
0002059502-25-000001,7,DE
0002059502-25-000001,9,FL
0002059502-25-000001,11,HI
0002059502-25-000001,13,IL
0002059502-25-000001,15,IA
0002059502-25-000001,17,KY
0002059502-25-000001,19,ME
0002059502-25-000001,21,MA
0002059502-25-000001,23,MN
0002059502-25-000001,25,MO
0002059502-25-000001,27,NE
0002059502-25-000001,29,NH
0002059502-25-000001,31,NM
0002059502-25-000001,33,NC
0002059502-25-000001,35,OH
0002059502-25-000001,38,PA
0002059502-25-000001,40,RI
0002059502-25-000001,42,SD
0002059502-25-000001,44,TX
0002059502-25-000001,46,VA
0002059502-25-000001,48,WV
0002059502-25-000001,50,WY
0002059502-25-000001,36,OK
0002059502-25-000001,12,ID
0002059502-25-000001,14,IN
0002059502-25-000001,16,KS
0002059502-25-000001,18,LA
0002059502-25-000001,43,TN
0002059502-25-000001,45,UT
0002059502-25-000001,47,WA
0002059502-25-000001,49,WI
0002059502-25-000001,2,AK
0002059502-25-000001,4,CA
0002059502-25-000001,6,CT
0002059502-25-000001,8,DC
0002059502-25-000001,10,GA
0002059502-25-000001,20,MD
0002059502-25-000001,22,MI
0002059502-25-000001,24,MS
0002059502-25-000001,26,MT
0002059502-25-000001,28,NV
0002059502-25-000001,30,NJ
0002059502-25-000001,32,NY
0002059502-25-000001,34,ND
0002059502-25-000001,37,OR
0002059502-25-000001,39,PR
0002059502-25-000001,3,AZ
0001641172-25-002690,25,MO
0001641172-25-002690,64,A7
0001641172-25-002690,29,NH
0001641172-25-002690,31,NM
0001641172-25-002690,33,NC
0001641172-25-002690,35,OH
0001641172-25-002690,37,OR
0001641172-25-002690,39,RI
0001641172-25-002690,41,SD
0001641172-25-002690,43,TX
0001641172-25-002690,45,VT
0001641172-25-002690,47,WA
0001641172-25-002690,49,WI
0001641172-25-002690,51,DC
0001641172-25-002690,53,GU
0001641172-25-002690,55,1V
0001641172-25-002690,57,A0
0001641172-25-002690,59,A2
0001641172-25-002690,61,A4
0001641172-25-002690,63,A6
0001641172-25-002690,1,AL
0001641172-25-002690,3,AZ
0001641172-25-002690,5,CA
0001641172-25-002690,7,CT
0001641172-25-002690,9,FL
0001641172-25-002690,11,HI
0001641172-25-002690,13,IL
0001641172-25-002690,15,IA
0001641172-25-002690,17,KY
0001641172-25-002690,19,ME
0001641172-25-002690,21,MA
0001641172-25-002690,23,MN
0001641172-25-002690,2,AK
0001641172-25-002690,4,AR
0001641172-25-002690,6,CO
0001641172-25-002690,8,DE
0001641172-25-002690,10,GA
0001641172-25-002690,12,ID
0001641172-25-002690,14,IN
0001641172-25-002690,16,KS
0001641172-25-002690,18,LA
0001641172-25-002690,20,MD
0001641172-25-002690,22,MI
0001641172-25-002690,24,MS
0001641172-25-002690,26,MT
0001641172-25-002690,28,NV
0001641172-25-002690,30,NJ
0001641172-25-002690,32,NY
0001641172-25-002690,34,ND
0001641172-25-002690,36,OK
0001641172-25-002690,38,PA
0001641172-25-002690,40,SC
0001641172-25-002690,42,TN
0001641172-25-002690,44,UT
0001641172-25-002690,46,VA
0001641172-25-002690,48,WV
0001641172-25-002690,50,WY
0001641172-25-002690,52,B5
0001641172-25-002690,54,PR
0001641172-25-002690,56,VI
0001641172-25-002690,58,A1
0001641172-25-002690,60,A3
0001641172-25-002690,62,A5
0001641172-25-002690,27,NE
0001665160-25-000519,26,MO
0001665160-25-000519,28,NE
0001665160-25-000519,30,NH
0001665160-25-000519,32,NM
0001665160-25-000519,34,NC
0001665160-25-000519,36,OH
0001665160-25-000519,38,OR
0001665160-25-000519,40,PR
0001665160-25-000519,42,SC
0001665160-25-000519,44,TN
0001665160-25-000519,46,UT
0001665160-25-000519,48,VA
0001665160-25-000519,50,WV
0001665160-25-000519,52,WY
0002058988-25-000003,2,AK
0002058988-25-000003,4,AR
0002058988-25-000003,6,CO
0002058988-25-000003,8,DE
0002058988-25-000003,10,FL
0002058988-25-000003,12,HI
0002058988-25-000003,14,IL
0002058988-25-000003,16,IA
0002058988-25-000003,18,KY
0002058988-25-000003,20,ME
0002058988-25-000003,22,MA
0002058988-25-000003,24,MN
0002058988-25-000003,26,MO
0002058988-25-000003,28,NE
0002058988-25-000003,29,NV
0002058988-25-000003,31,NJ
0002058988-25-000003,33,NY
0002058988-25-000003,35,ND
0002058988-25-000003,37,OK
0002058988-25-000003,39,PA
0002058988-25-000003,41,RI
0002058988-25-000003,43,SD
0002058988-25-000003,45,TX
0002058988-25-000003,47,VT
0002058988-25-000003,49,WA
0002058988-25-000003,51,WI
0001665160-25-000519,1,AL
0001665160-25-000519,3,AZ
0001665160-25-000519,5,CA
0001665160-25-000519,7,CT
0001665160-25-000519,9,DE
0001665160-25-000519,11,GA
0001665160-25-000519,13,ID
0001665160-25-000519,15,IN
0001665160-25-000519,17,KS
0001665160-25-000519,19,LA
0001665160-25-000519,45,TX
0001665160-25-000519,47,VT
0001665160-25-000519,49,WA
0001665160-25-000519,51,WI
0002058988-25-000003,1,AL
0002058988-25-000003,3,AZ
0002058988-25-000003,5,CA
0002058988-25-000003,7,CT
0002058988-25-000003,9,DC
0002058988-25-000003,11,GA
0002058988-25-000003,13,ID
0002058988-25-000003,15,IN
0002058988-25-000003,17,KS
0002058988-25-000003,19,LA
0002058988-25-000003,21,MD
0002058988-25-000003,23,MI
0002058988-25-000003,25,MS
0002058988-25-000003,27,MT
0002058988-25-000003,30,NH
0002058988-25-000003,32,NM
0002058988-25-000003,34,NC
0002058988-25-000003,36,OH
0002058988-25-000003,38,OR
0002058988-25-000003,40,PR
0002058988-25-000003,42,SC
0002058988-25-000003,44,TN
0002058988-25-000003,46,UT
0002058988-25-000003,48,VA
0002058988-25-000003,50,WV
0002058988-25-000003,52,WY
0001665160-25-000519,21,MD
0001665160-25-000519,23,MI
0001665160-25-000519,25,MS
0001665160-25-000519,27,MT
0001665160-25-000519,29,NV
0001665160-25-000519,31,NJ
0001665160-25-000519,33,NY
0001665160-25-000519,35,ND
0001665160-25-000519,37,OK
0001665160-25-000519,39,PA
0001665160-25-000519,41,RI
0001665160-25-000519,43,SD
0001665160-25-000519,2,AK
0001665160-25-000519,4,AR
0001665160-25-000519,6,CO
0001665160-25-000519,8,DC
0001665160-25-000519,10,FL
0001665160-25-000519,12,HI
0001665160-25-000519,14,IL
0001665160-25-000519,16,IA
0001665160-25-000519,18,KY
0001665160-25-000519,20,ME
0001665160-25-000519,22,MA
0001665160-25-000519,24,MN
0002056010-25-000002,28,NE
0002056010-25-000002,62,A9
0002056010-25-000002,2,AK
0002056010-25-000002,4,AR
0002056010-25-000002,6,CO
0002056010-25-000002,9,DC
0002056010-25-000002,11,GA
0002056010-25-000002,13,ID
0002056010-25-000002,15,IN
0002056010-25-000002,17,KS
0002056010-25-000002,19,LA
0002056010-25-000002,21,MD
0002056010-25-000002,23,MI
0002056010-25-000002,25,MS
0002056010-25-000002,30,NH
0002056010-25-000002,32,NM
0002056010-25-000002,34,NC
0002056010-25-000002,36,OH
0002056010-25-000002,38,OR
0002056010-25-000002,40,PR
0002056010-25-000002,42,SC
0002056010-25-000002,45,TX
0002056010-25-000002,47,VT
0002056010-25-000002,49,WA
0002056010-25-000002,51,WI
0002056010-25-000002,53,A0
0002056010-25-000002,55,A2
0002056010-25-000002,57,A4
0002056010-25-000002,59,A6
0002056010-25-000002,61,A8
0002056010-25-000002,1,AL
0002056010-25-000002,3,AZ
0002056010-25-000002,5,CA
0002056010-25-000002,7,CT
0002056010-25-000002,10,FL
0002056010-25-000002,12,HI
0002056010-25-000002,14,IL
0002056010-25-000002,16,IA
0002056010-25-000002,18,KY
0002056010-25-000002,20,ME
0002056010-25-000002,22,MA
0002056010-25-000002,24,MN
0002056010-25-000002,26,MO
0002056010-25-000002,31,NJ
0002056010-25-000002,33,NY
0002056010-25-000002,35,ND
0002056010-25-000002,37,OK
0002056010-25-000002,39,PA
0002056010-25-000002,41,RI
0002056010-25-000002,43,SD
0002056010-25-000002,48,VA
0002056010-25-000002,50,WV
0002056010-25-000002,52,WY
0002056010-25-000002,54,A1
0002056010-25-000002,56,A3
0002056010-25-000002,58,A5
0002056010-25-000002,60,A7
0002056010-25-000002,63,B0
0002056010-25-000002,46,UT
0002056010-25-000002,8,DE
0002056010-25-000002,27,MT
0002056010-25-000002,29,NV
0002056010-25-000002,44,TN
0002056010-25-000002,64,Z4
0002050967-25-000006,3,AZ
0002050967-25-000006,4,AR
0002050967-25-000006,7,CT
0002050967-25-000006,9,DC
0002050967-25-000006,11,GA
0002050967-25-000006,13,ID
0002050967-25-000006,15,IN
0002050967-25-000006,17,KS
0002050967-25-000006,19,LA
0002050967-25-000006,21,MD
0002050967-25-000006,23,MI
0002050967-25-000006,25,MS
0002050967-25-000006,27,MT
0002050967-25-000006,29,NV
0002050967-25-000006,31,NJ
0002050967-25-000006,33,NY
0002050967-25-000006,35,ND
0002050967-25-000006,37,OK
0002050967-25-000006,39,PA
0002050967-25-000006,41,RI
0002050967-25-000006,43,SD
0002050967-25-000006,45,TX
0002050967-25-000006,47,VT
0002050967-25-000006,49,WA
0002050967-25-000006,51,WI
0002050967-25-000006,53,A0
0002050967-25-000006,55,A2
0002050967-25-000006,57,A4
0002050967-25-000006,59,A6
0002050967-25-000006,61,A8
0002050967-25-000006,63,B0
0002050967-25-000006,1,AL
0002050967-25-000006,6,CO
0002050967-25-000006,8,DE
0002050967-25-000006,10,FL
0002050967-25-000006,12,HI
0002050967-25-000006,14,IL
0002050967-25-000006,16,IA
0002050967-25-000006,18,KY
0002050967-25-000006,22,MA
0002050967-25-000006,24,MN
0002050967-25-000006,26,MO
0002050967-25-000006,28,NE
0002050967-25-000006,30,NH
0002050967-25-000006,32,NM
0002050967-25-000006,34,NC
0002050967-25-000006,36,OH
0002050967-25-000006,38,OR
0002050967-25-000006,40,PR
0002050967-25-000006,42,SC
0002050967-25-000006,44,TN
0002050967-25-000006,46,UT
0002050967-25-000006,48,VA
0002050967-25-000006,50,WV
0002050967-25-000006,52,WY
0002050967-25-000006,54,A1
0002050967-25-000006,56,A3
0002050967-25-000006,62,A9
0002050967-25-000006,64,Z4
0002050967-25-000006,58,A5
0002050967-25-000006,60,A7
0002050967-25-000006,20,ME
0002050967-25-000006,2,AK
0002050967-25-000006,5,CA
0002050824-25-000007,30,NH
0002050824-25-000007,49,WA
0002050824-25-000007,35,ND
0002050824-25-000007,37,OK
0002050824-25-000007,39,PA
0002050824-25-000007,41,RI
0002050824-25-000007,43,SD
0002050824-25-000007,45,TX
0002050824-25-000007,47,VT
0002050824-25-000007,52,WY
0002050824-25-000007,54,A1
0002050824-25-000007,56,A3
0002050824-25-000007,58,A5
0002050824-25-000007,60,A7
0002050824-25-000007,62,A9
0002050824-25-000007,64,Z4
0002050824-25-000007,1,AL
0002050824-25-000007,3,AZ
0002050824-25-000007,5,CA
0002050824-25-000007,7,CT
0002050824-25-000007,9,DC
0002050824-25-000007,12,HI
0002050824-25-000007,15,IN
0002050824-25-000007,17,KS
0002050824-25-000007,19,LA
0002050824-25-000007,21,MD
0002050824-25-000007,23,MI
0002050824-25-000007,25,MS
0002050824-25-000007,27,MT
0002050824-25-000007,34,NC
0002050824-25-000007,36,OH
0002050824-25-000007,38,OR
0002050824-25-000007,40,PR
0002050824-25-000007,42,SC
0002050824-25-000007,44,TN
0002050824-25-000007,46,UT
0002050824-25-000007,48,VA
0002050824-25-000007,51,WI
0002050824-25-000007,53,A0
0002050824-25-000007,55,A2
0002050824-25-000007,57,A4
0002050824-25-000007,59,A6
0002050824-25-000007,61,A8
0002050824-25-000007,63,B0
0002050824-25-000007,2,AK
0002050824-25-000007,4,AR
0002050824-25-000007,6,CO
0002050824-25-000007,8,DE
0002050824-25-000007,10,FL
0002050824-25-000007,13,ID
0002050824-25-000007,16,IA
0002050824-25-000007,18,KY
0002050824-25-000007,20,ME
0002050824-25-000007,22,MA
0002050824-25-000007,24,MN
0002050824-25-000007,26,MO
0002050824-25-000007,28,NE
0002050824-25-000007,32,NM
0002050824-25-000007,11,GA
0002050824-25-000007,29,NV
0002050824-25-000007,31,NJ
0002050824-25-000007,50,WV
0002050824-25-000007,14,IL
0002050824-25-000007,33,NY
0002054901-25-000004,53,A0
0002054901-25-000004,54,A1
0002054901-25-000004,4,AR
0002054901-25-000004,6,CO
0002054901-25-000004,8,DE
0002054901-25-000004,10,FL
0002054901-25-000004,12,HI
0002054901-25-000004,15,IN
0002054901-25-000004,17,KS
0002054901-25-000004,19,LA
0002054901-25-000004,21,MD
0002054901-25-000004,23,MI
0002054901-25-000004,25,MS
0002054901-25-000004,27,MT
0002054901-25-000004,29,NV
0002054901-25-000004,31,NJ
0002054901-25-000004,34,NC
0002054901-25-000004,61,A8
0002054901-25-000004,63,B0
0002054901-25-000004,36,OH
0002054901-25-000004,38,OR
0002054901-25-000004,40,PR
0002054901-25-000004,42,SC
0002054901-25-000004,44,TN
0002054901-25-000004,46,UT
0002054901-25-000004,48,VA
0002054901-25-000004,50,WV
0002054901-25-000004,55,A2
0002054901-25-000004,57,A4
0002054901-25-000004,59,A6
0002054901-25-000004,1,AL
0002054901-25-000004,3,AZ
0002054901-25-000004,5,CA
0002054901-25-000004,7,CT
0002054901-25-000004,9,DC
0002054901-25-000004,11,GA
0002054901-25-000004,13,ID
0002054901-25-000004,18,KY
0002054901-25-000004,20,ME
0002054901-25-000004,22,MA
0002054901-25-000004,24,MN
0002054901-25-000004,26,MO
0002054901-25-000004,28,NE
0002054901-25-000004,30,NH
0002054901-25-000004,32,NM
0002054901-25-000004,35,ND
0002054901-25-000004,60,A7
0002054901-25-000004,62,A9
0002054901-25-000004,64,Z4
0002054901-25-000004,14,IL
0002054901-25-000004,16,IA
0002054901-25-000004,37,OK
0002054901-25-000004,39,PA
0002054901-25-000004,41,RI
0002054901-25-000004,43,SD
0002054901-25-000004,45,TX
0002054901-25-000004,47,VT
0002054901-25-000004,49,WA
0002054901-25-000004,51,WI
0002054901-25-000004,56,A3
0002054901-25-000004,58,A5
0002054901-25-000004,33,NY
0002054901-25-000004,52,WY
0002054901-25-000004,2,AK
0001896328-25-000005,11,GA
0001896328-25-000005,61,A8
0001896328-25-000005,4,AR
0001896328-25-000005,6,CO
0001896328-25-000005,8,DE
0001896328-25-000005,12,HI
0001896328-25-000005,14,IL
0001896328-25-000005,16,IA
0001896328-25-000005,18,KY
0001896328-25-000005,20,ME
0001896328-25-000005,22,MA
0001896328-25-000005,24,MN
0001896328-25-000005,27,MT
0001896328-25-000005,29,NV
0001896328-25-000005,31,NJ
0001896328-25-000005,33,NY
0001896328-25-000005,35,ND
0001896328-25-000005,37,OK
0001896328-25-000005,39,PA
0001896328-25-000005,41,RI
0001896328-25-000005,44,TN
0001896328-25-000005,47,VT
0001896328-25-000005,49,WA
0001896328-25-000005,51,WI
0001896328-25-000005,53,A0
0001896328-25-000005,55,A2
0001896328-25-000005,57,A4
0001896328-25-000005,59,A6
0001896328-25-000005,62,A9
0001896328-25-000005,63,B0
0001896328-25-000005,1,AL
0001896328-25-000005,3,AZ
0001896328-25-000005,5,CA
0001896328-25-000005,7,CT
0001896328-25-000005,13,ID
0001896328-25-000005,15,IN
0001896328-25-000005,17,KS
0001896328-25-000005,19,LA
0001896328-25-000005,21,MD
0001896328-25-000005,23,MI
0001896328-25-000005,25,MS
0001896328-25-000005,28,NE
0001896328-25-000005,30,NH
0001896328-25-000005,32,NM
0001896328-25-000005,34,NC
0001896328-25-000005,36,OH
0001896328-25-000005,38,OR
0001896328-25-000005,40,PR
0001896328-25-000005,42,SC
0001896328-25-000005,48,VA
0001896328-25-000005,50,WV
0001896328-25-000005,52,WY
0001896328-25-000005,54,A1
0001896328-25-000005,56,A3
0001896328-25-000005,58,A5
0001896328-25-000005,64,Z4
0001896328-25-000005,26,MO
0001896328-25-000005,46,UT
0001896328-25-000005,60,A7
0001896328-25-000005,9,DC
0001896328-25-000005,10,FL
0001896328-25-000005,43,SD
0001896328-25-000005,45,TX
0001896328-25-000005,2,AK
0002036841-25-000004,19,LA
0002036841-25-000004,32,NM
0002036841-25-000004,23,MI
0002036841-25-000004,25,MS
0002036841-25-000004,27,MT
0002036841-25-000004,29,NV
0002036841-25-000004,31,NJ
0002036841-25-000004,33,NY
0002036841-25-000004,35,ND
0002036841-25-000004,37,OK
0002036841-25-000004,39,PA
0002036841-25-000004,41,RI
0002036841-25-000004,43,SD
0002036841-25-000004,45,TX
0002036841-25-000004,47,VT
0002036841-25-000004,49,WA
0002036841-25-000004,51,WI
0002036841-25-000004,53,A0
0002036841-25-000004,55,A2
0002036841-25-000004,57,A4
0002036841-25-000004,59,A6
0002036841-25-000004,61,A8
0002036841-25-000004,63,B0
0002036841-25-000004,1,AL
0002036841-25-000004,3,AZ
0002036841-25-000004,5,CA
0002036841-25-000004,7,CT
0002036841-25-000004,9,DC
0002036841-25-000004,11,GA
0002036841-25-000004,13,ID
0002036841-25-000004,15,IN
0002036841-25-000004,17,KS
0002036841-25-000004,34,NC
0002036841-25-000004,36,OH
0002036841-25-000004,38,OR
0002036841-25-000004,40,PR
0002036841-25-000004,42,SC
0002036841-25-000004,44,TN
0002036841-25-000004,46,UT
0002036841-25-000004,48,VA
0002036841-25-000004,50,WV
0002036841-25-000004,52,WY
0002036841-25-000004,54,A1
0002036841-25-000004,56,A3
0002036841-25-000004,58,A5
0002036841-25-000004,60,A7
0002036841-25-000004,62,A9
0002036841-25-000004,64,Z4
0002036841-25-000004,6,CO
0002036841-25-000004,8,DE
0002036841-25-000004,10,FL
0002036841-25-000004,12,HI
0002036841-25-000004,2,AK
0002036841-25-000004,4,AR
0002036841-25-000004,14,IL
0002036841-25-000004,16,IA
0002036841-25-000004,18,KY
0002036841-25-000004,20,ME
0002036841-25-000004,22,MA
0002036841-25-000004,24,MN
0002036841-25-000004,26,MO
0002036841-25-000004,28,NE
0002036841-25-000004,30,NH
0002036841-25-000004,21,MD
0002054162-25-000002,2,AK
0002054162-25-000002,4,AR
0002054162-25-000002,6,CO
0002054162-25-000002,8,DE
0002054162-25-000002,10,FL
0002054162-25-000002,12,HI
0002054162-25-000002,14,IL
0002054162-25-000002,16,IA
0002054162-25-000002,18,KY
0002054162-25-000002,20,ME
0002054162-25-000002,22,MA
0002054162-25-000002,24,MN
0002054162-25-000002,26,MO
0002054162-25-000002,28,NE
0002054162-25-000002,30,NH
0002054162-25-000002,32,NM
0002054162-25-000002,34,NC
0002054162-25-000002,36,OH
0002054162-25-000002,38,OR
0002054162-25-000002,40,PR
0002054162-25-000002,42,SC
0002054162-25-000002,46,UT
0002054162-25-000002,48,VA
0002054162-25-000002,50,WV
0002054162-25-000002,52,WY
0002054162-25-000002,54,A1
0002054162-25-000002,56,A3
0002054162-25-000002,58,A5
0002054162-25-000002,61,A8
0002054162-25-000002,63,B0
0002054162-25-000002,1,AL
0002054162-25-000002,3,AZ
0002054162-25-000002,5,CA
0002054162-25-000002,11,GA
0002054162-25-000002,13,ID
0002054162-25-000002,15,IN
0002054162-25-000002,17,KS
0002054162-25-000002,29,NV
0002054162-25-000002,31,NJ
0002054162-25-000002,33,NY
0002054162-25-000002,35,ND
0002054162-25-000002,37,OK
0002054162-25-000002,39,PA
0002054162-25-000002,41,RI
0002054162-25-000002,44,TN
0002054162-25-000002,47,VT
0002054162-25-000002,49,WA
0002054162-25-000002,51,WI
0002054162-25-000002,53,A0
0002054162-25-000002,55,A2
0002054162-25-000002,57,A4
0002054162-25-000002,59,A6
0002054162-25-000002,19,LA
0002054162-25-000002,21,MD
0002054162-25-000002,23,MI
0002054162-25-000002,64,Z4
0002054162-25-000002,7,CT
0002054162-25-000002,9,DC
0002054162-25-000002,25,MS
0002054162-25-000002,27,MT
0002054162-25-000002,43,SD
0002054162-25-000002,60,A7
0002054162-25-000002,62,A9
0002054162-25-000002,45,TX
0002047457-25-000003,17,KS
0002047457-25-000003,60,A7
0002047457-25-000003,21,MD
0002047457-25-000003,23,MI
0002047457-25-000003,25,MS
0002047457-25-000003,28,NE
0002047457-25-000003,30,NH
0002047457-25-000003,32,NM
0002047457-25-000003,34,NC
0002047457-25-000003,36,OH
0002047457-25-000003,38,OR
0002047457-25-000003,40,PR
0002047457-25-000003,43,SD
0002047457-25-000003,45,TX
0002047457-25-000003,47,VT
0002047457-25-000003,49,WA
0002047457-25-000003,51,WI
0002047457-25-000003,53,A0
0002047457-25-000003,55,A2
0002047457-25-000003,57,A4
0002047457-25-000003,59,A6
0002047457-25-000003,61,A8
0002047457-25-000003,63,B0
0002047457-25-000003,2,AK
0002047457-25-000003,4,AR
0002047457-25-000003,6,CO
0002047457-25-000003,8,DE
0002047457-25-000003,10,FL
0002047457-25-000003,15,IN
0002047457-25-000003,11,GA
0002047457-25-000003,42,SC
0002047457-25-000003,13,ID
0002047457-25-000003,27,MT
0002047457-25-000003,44,TN
0002047457-25-000003,1,AL
0002047457-25-000003,3,AZ
0002047457-25-000003,5,CA
0002047457-25-000003,7,CT
0002047457-25-000003,9,DC
0002047457-25-000003,12,HI
0002047457-25-000003,14,IL
0002047457-25-000003,16,IA
0002047457-25-000003,18,KY
0002047457-25-000003,20,ME
0002047457-25-000003,22,MA
0002047457-25-000003,24,MN
0002047457-25-000003,26,MO
0002047457-25-000003,29,NV
0002047457-25-000003,31,NJ
0002047457-25-000003,33,NY
0002047457-25-000003,35,ND
0002047457-25-000003,37,OK
0002047457-25-000003,39,PA
0002047457-25-000003,41,RI
0002047457-25-000003,46,UT
0002047457-25-000003,62,A9
0002047457-25-000003,64,Z4
0002047457-25-000003,48,VA
0002047457-25-000003,50,WV
0002047457-25-000003,52,WY
0002047457-25-000003,54,A1
0002047457-25-000003,56,A3
0002047457-25-000003,58,A5
0002047457-25-000003,19,LA
0002054005-25-000003,8,DE
0002054005-25-000003,10,FL
0002054005-25-000003,12,HI
0002054005-25-000003,14,IL
0002054005-25-000003,16,IA
0002054005-25-000003,18,KY
0002054005-25-000003,24,MN
0002054005-25-000003,26,MO
0002054005-25-000003,28,NE
0002054005-25-000003,30,NH
0002054005-25-000003,32,NM
0002054005-25-000003,34,NC
0002054005-25-000003,36,OH
0002054005-25-000003,39,PA
0002054005-25-000003,41,RI
0002054005-25-000003,43,SD
0002054005-25-000003,45,TX
0002054005-25-000003,47,VT
0002054005-25-000003,49,WA
0002054005-25-000003,51,WI
0002054005-25-000003,53,A0
0002054005-25-000003,56,A3
0002054005-25-000003,58,A5
0002054005-25-000003,60,A7
0002054005-25-000003,62,A9
0002054005-25-000003,64,Z4
0002054005-25-000003,20,ME
0002054005-25-000003,22,MA
0002054005-25-000003,38,OR
0002054005-25-000003,54,A1
0002054005-25-000003,21,MD
0002054005-25-000003,1,AL
0002054005-25-000003,3,AZ
0002054005-25-000003,5,CA
0002054005-25-000003,7,CT
0002054005-25-000003,9,DC
0002054005-25-000003,11,GA
0002054005-25-000003,13,ID
0002054005-25-000003,15,IN
0002054005-25-000003,17,KS
0002054005-25-000003,19,LA
0002054005-25-000003,23,MI
0002054005-25-000003,25,MS
0002054005-25-000003,27,MT
0002054005-25-000003,29,NV
0002054005-25-000003,31,NJ
0002054005-25-000003,33,NY
0002054005-25-000003,35,ND
0002054005-25-000003,37,OK
0002054005-25-000003,40,PR
0002054005-25-000003,42,SC
0002054005-25-000003,44,TN
0002054005-25-000003,46,UT
0002054005-25-000003,48,VA
0002054005-25-000003,50,WV
0002054005-25-000003,52,WY
0002054005-25-000003,55,A2
0002054005-25-000003,57,A4
0002054005-25-000003,59,A6
0002054005-25-000003,61,A8
0002054005-25-000003,63,B0
0002054005-25-000003,2,AK
0002054005-25-000003,4,AR
0002054005-25-000003,6,CO
0002036841-25-000003,37,OK
0002036841-25-000003,52,WY
0002036841-25-000003,41,RI
0002036841-25-000003,43,SD
0002036841-25-000003,45,TX
0002036841-25-000003,47,VT
0002036841-25-000003,49,WA
0002036841-25-000003,51,WI
0002036841-25-000003,53,A0
0002036841-25-000003,55,A2
0002036841-25-000003,57,A4
0002036841-25-000003,59,A6
0002036841-25-000003,61,A8
0002036841-25-000003,2,AK
0002036841-25-000003,4,AR
0002036841-25-000003,6,CO
0002036841-25-000003,8,DE
0002036841-25-000003,12,HI
0002036841-25-000003,14,IL
0002036841-25-000003,16,IA
0002036841-25-000003,18,KY
0002036841-25-000003,20,ME
0002036841-25-000003,22,MA
0002036841-25-000003,24,MN
0002036841-25-000003,29,NV
0002036841-25-000003,31,NJ
0002036841-25-000003,33,NY
0002036841-25-000003,35,ND
0002036841-25-000003,62,A9
0002036841-25-000003,10,FL
0002036841-25-000003,28,NE
0002036841-25-000003,26,MO
0002036841-25-000003,64,Z4
0002036841-25-000003,27,MT
0002036841-25-000003,63,B0
0002036841-25-000003,1,AL
0002036841-25-000003,3,AZ
0002036841-25-000003,5,CA
0002036841-25-000003,7,CT
0002036841-25-000003,9,DC
0002036841-25-000003,11,GA
0002036841-25-000003,13,ID
0002036841-25-000003,15,IN
0002036841-25-000003,17,KS
0002036841-25-000003,19,LA
0002036841-25-000003,21,MD
0002036841-25-000003,54,A1
0002036841-25-000003,56,A3
0002036841-25-000003,58,A5
0002036841-25-000003,60,A7
0002036841-25-000003,23,MI
0002036841-25-000003,25,MS
